pripid,entname,longitude,latitude
3301080000059503,杭州汉桐科技有限公司,120.14437297312351,30.277398406226567
3301080000064288,杭州医呀呀信息技术有限公司,120.15012545211776,30.27399284217053
3301080000066553,杭州聿越商贸有限公司,120.14395499156971,30.277377121334695
3301080000067084,杭州艾赢科技有限公司,120.13672668645313,30.283823891322506
3301080000070470,杭州匡济科技有限公司,120.13934848091455,30.280944029868902
3301080000070484,杭州佑创投资管理有限公司,120.13562141135365,30.28574913074813
3301810000448640,杭州纵星云吉数码有限公司,120.14428107646985,30.27790971002956
3301810000450824,浙江组文传媒有限公司,120.11984599880128,30.336372999345464
3301810000452830,杭州瑞莱博进出口贸易有限公司,120.13995339984496,30.26594536904556
3301810000460229,杭州光纳科技有限公司,120.1407121086787,30.272192201043737
3301810000466288,浙江诺亚氟化工有限公司杭州分公司,120.13707702560203,30.27360806260838
3301080000071090,杭州中非桥电子商务有限公司,120.15884997489175,30.325492991287156
3301080000072673,浙江通乾影视文化传媒有限公司,120.13602097764448,30.285787019264145
3301080000074513,宝骊莱（杭州）科技有限公司,120.153532545256,30.272818850397485
3301080000076228,浙江魔匠影视制作有限公司,120.13602097764448,30.285787019264145
3301080000084050,杭州亿间科技有限公司,120.13920645881343,30.28331628286234
3301080000093101,上海盟聚信息科技有限公司杭州分公司,120.13732576639772,30.276212448602983
3301080000093724,杭州博创文化创意有限公司,120.14395499156971,30.277377121334695
3301810000478493,柏晖健康事务所（杭州）有限公司,120.13910575876575,30.288530701019628
3301040001160206,杭州滨恒物业管理有限公司,120.14395499156971,30.277377121334695
3301040001162927,杭州后鸟文化创意有限公司,120.15042773192187,30.280579002754408
3301040001166503,杭州辉家房地产代理有限公司,120.13817924646276,30.271929750953383
3301040001169274,杭州数政科技有限公司,120.13602295391661,30.285321597579877
3301040001172469,杭州透石科技有限公司,120.2090486342476,30.349769664876934
3301040001172729,杭州易供贸易有限公司,120.13812903118475,30.277303052993297
3301040001173957,杭州亚朵国际旅行社有限公司,120.14629283165944,30.278846937413743
3301040001175195,杭州蓝墨水企业管理咨询有限公司,120.14395499156971,30.277377121334695
3301040001175373,杭州奇祥贸易有限公司,120.14629283165944,30.278846937413743
3301040001175649,杭州银盈贸易有限公司,120.13707702560203,30.27360806260838
3301060000050583,******,120.14758252888011,30.282257866640666
3301060000050584,******,120.14879658877685,30.26897889298678
3301060000050585,******,120.14709334403837,30.2711417944874
3301060000050586,******,120.14701722522268,30.27140406893138
3301060000050587,******,120.12478838588662,30.259322929968697
3301060000050589,******,120.13001715276854,30.262326989723665
3301060000050590,******,120.12993801205312,30.25991632558892
3301060000050591,******,120.12993801205312,30.25991632558892
3301060000050594,杭州市西湖区雪山饭店,120.09406310354554,30.25805506544971
3301060000050601,******,120.14701722522268,30.27140406893138
3301060000050603,杭州市西湖区我们酒吧,120.1396059352737,30.261192548642125
3301060000050716,杭州市西湖区思和贸易商行,120.12434085008154,30.2680527206994
3301060000050737,******,120.14418414930532,30.267706904823054
3301060000050738,******,120.14418082557494,30.267468458796202
3301060000050739,******,120.14748371527402,30.28246446764894
3301060000050741,杭州市西湖区丽静食品店,120.14950229758547,30.279527729473813
3301060000050742,杭州市西湖区敏惠食品店,120.153532545256,30.272818850397485
3301060000050753,******,120.14701722522268,30.27140406893138
3301060000050785,******,120.12324895973417,30.270513864930102
3301060000050817,杭州市西湖区清沁茶室,120.15077196259328,30.27591507979673
3301060000050843,******,120.14647851140835,30.26700700403206
3301060000050844,******,120.1396059352737,30.261192548642125
3301060000050845,******,120.14701722522268,30.27140406893138
3301060000050846,******,120.14294215210721,30.27006887682964
3301060000050848,******,120.14635050287318,30.279630253288417
3301060000050955,******,120.14776865778177,30.268247110007934
3301060000050967,******,120.20901180372168,30.24708298169347
3301060000050968,******,119.04528296015974,29.592790114561588
3301060000050969,杭州市西湖区征宇食品综合商店,120.153532545256,30.272818850397485
3301060000050970,杭州市西湖区华梦日用品商店,119.04528296015974,29.592790114561588
3301060000050971,******,120.12735933625619,30.259706245472106
3301060000051040,******,120.1558905972197,30.26786612843015
3301060000051043,杭州市西湖区玲珑速食店,120.12659209352012,30.261546107655445
3301060000051139,******,120.15267592112168,30.270314178039136
3301060000051164,******,120.12734675997905,30.257843655610934
3301060000051165,杭州市西湖区林霄服装店,120.13920645881343,30.28331628286234
3301060000051166,******,120.15073549138958,30.270831367021426
3301060000051174,杭州市西湖区进蓝食品商店,120.12809738406318,30.267369119108103
3301060000051184,杭州市西湖区可安日用品商行,119.04394196969487,29.592789250945216
3301060000051256,******,120.14800275619767,30.279857754415954
3301060000051287,******,120.14966587901885,30.276419296373174
3301060000051289,杭州市西湖区茂友杂货店,120.14668628947281,30.27943378170079
3301060000051290,******,120.15168931218008,30.269485640697994
3301060000051298,杭州市西湖区热诚小吃店,120.15216837850855,30.2765643156554
3301060000051301,杭州市西湖区迪诚电脑商行,120.13590320979213,30.2729498404198
3301060000051302,******,120.12731747521941,30.26842356494808
3301060000051303,杭州市西湖区温度服装店,120.12659209352012,30.261546107655445
3301060000051304,******,120.14617560279038,30.264615248410095
3301060000051329,******,120.14741346778314,30.283434083188354
3301060000051333,******,120.12590417116057,30.259882092074495
3301060000051384,******,120.14886315321515,30.281948432082014
3301060000051392,杭州市西湖区巧工花店文三分店,120.12391954479737,30.276401675735958
3301060000051396,******,120.12993801205312,30.25991632558892
3301060000051397,******,120.12993801205312,30.25991632558892
3301060000051398,******,120.14843672758956,30.267278590465605
3301060000051399,杭州市西湖区博洋文化用品商店,120.15168931218008,30.269485640697994
3301060000051407,******,120.15178776646397,30.27006879885713
3301060000051410,******,120.12993801205312,30.25991632558892
3301060000051411,******,120.14544572956352,30.27693972746904
3301060000051412,******,120.11942834662618,30.25865604602867
3301060000051413,******,120.12736688202247,30.2644953978609
3301060000051414,杭州市西湖区萍林车辆冲洗服务部,120.12993801205312,30.25991632558892
3301060000051415,杭州市西湖区千百会美发室,120.15077196259328,30.27591507979673
3301060000051470,******,120.1442054391459,30.285335864307868
3301060000051471,******,120.14617560279038,30.264615248410095
3301060000051472,******,120.14971151293877,30.27612348755318
3301060000051473,******,120.14812241049161,30.268947469707324
3301060000051474,******,120.15261348888873,30.272184325991937
3301060000051517,******,120.12778396527075,30.26508061335737
3301060000051518,******,120.14767577299205,30.282010178739352
3301060000051519,******,120.14563239744851,30.276878211489308
3301060000051681,杭州市西湖区樱馥轩美术工艺品商店,120.14506224294131,30.27725775432719
3301060000051724,******,120.14812241049161,30.268947469707324
3301060000051727,******,120.14737654742667,30.277407996121376
3301060000051728,******,120.14731663044917,30.269595504563142
3301060000051729,******,120.14198231266981,30.27790269306969
3301060000051730,******,120.14979981637039,30.269552775409636
3301060000051734,******,120.14770622554883,30.26810527524797
3301060000051757,******,120.1289772743102,30.25858198940977
3301060000051764,******,120.14902062617104,30.269329694615063
3301060000051765,杭州市西湖区流星花园音乐休闲吧,120.13401074957426,30.267451460332442
3301060000051766,杭州市西湖区老洪记火锅店,120.13920645881343,30.28331628286234
3301060000051767,杭州市西湖区英敏家政服务部,120.14520291758417,30.27601916677924
3301060000051769,杭州市西湖区天添美美容院,120.14762986958048,30.278036950813895
3301060000051770,杭州市西湖区顺利达家政服务部,120.15016156399926,30.277664817830296
3301060000051771,******,120.14726165415195,30.2828808647983
3301060000051772,杭州市西湖区蒂利花草茶房,120.13773781913517,30.283192089511473
3301060000051792,******,120.14563239744851,30.276878211489308
3301060000051795,******,120.14511290737208,30.285263127361315
3301060000051796,******,120.12371571927716,30.260229573383103
3301060000051797,******,120.14737681691832,30.282673017277556
3301060000051798,******,120.14462036646096,30.2676097486643
3301060000051799,杭州市西湖区菲秀女子美容生活馆,120.1505215150171,30.273145389481623
3301060000051800,******,120.1483647733182,30.28042408801327
