pripid,entname,longitude,latitude
3300000000018944,义乌华鼎锦纶股份有限公司,120.0154850699527,29.30649042186445
3300000000022070,浙江浙能天然气运行有限公司,120.14835516144925,30.28151121472865
3300000000022375,浙江棒杰控股集团股份有限公司,120.13139675359724,29.41002973008496
3307000000210308,义乌环球制带有限公司,120.16930515627524,29.326987322791133
3307000000210369,浙江芬莉袜业有限公司,120.03911310994329,29.321500476759145
3307000000210390,浪莎针织有限公司,119.98976083405526,29.280450750451788
3307000000210634,浙江宝娜斯袜业有限公司,120.05691986073948,29.332250163762673
3307000000210708,浙江鑫鸿拉链有限公司,120.03339090384661,29.271386034874638
3307000000210817,义乌恒祥拉链有限公司,120.07508099305927,29.30514987541007
3307000000210818,浙江博尼时尚控股集团有限公司,120.05403504242571,29.3332710088289
3307000000210877,浙江伊美薄膜工业集团有限公司,120.03911310994329,29.321500476759145
3307000000210882,浙江蒂娜丝针织有限公司,119.99023909190862,29.29254813692519
3307000000214172,义乌市明荣线业有限公司,120.03806137385254,29.278420740613882
3307000000214976,浙江梦娜袜业股份有限公司,120.0386140114021,29.285725230504887
3307006000214587,浙江恒威拉链有限公司,120.07508099305927,29.30514987541007
3307820000010282,义乌市大地线业有限公司,119.97906632730141,29.245412716685628
3307820000010526,浙江方源建材有限公司,120.0654897851324,29.296787868497226
3307820000010765,义乌市路易威登服饰有限公司,120.12960975444683,29.453216934814666
3307820000010988,浙江欣翔服饰有限公司,120.04227083347091,29.18154955191504
3307820000011080,中国电信股份有限公司义乌分公司,120.08964027960744,29.316651494019563
3307820000011197,义乌市兴业酒店（普通合伙）,120.09628729122632,29.322080585097503
3307820001000164,国网浙江义乌市供电有限公司,120.07746895859566,29.331901378568052
3307820001000200,义乌市尚经印染厂,120.02986855811261,29.14866965727816
3307820001000231,义乌市易开盖实业公司,120.05314248607128,29.32904595455132
3307820001000859,义乌市王莲塘福洪制砖厂,119.9362439239938,29.233654248800832
3307820001001265,浙江义乌农村经济发展有限公司,120.06277420757664,29.301424895828237
3307820001001334,浙江义乌市自来水有限公司,120.06936651238998,29.32246396332047
3307820001001454,日信纺织有限公司,120.07508099305927,29.30514987541007
3307820001001637,义乌市民爆器材专营有限公司,120.0505143136416,29.302942887454048
3307820001001800,浙江华川实业集团有限公司,120.03371671925497,29.145827200565954
3307820001004372,浙江中国小商品城集团股份有限公司国际博览中心,120.11313168733,29.31380437748992
3307820001004373,浙江中国小商品城集团股份有限公司商城宾馆,120.08473130948867,29.300645379879334
3307820001004374,浙江中国小商品城集团股份有限公司银都酒店,120.08964027960744,29.316651494019563
3307820001004711,浙江中国小商品城集团股份有限公司篁园市场分公司,120.08077966355158,29.299911212085828
3307820001004771,浙江义乌国际大厦有限责任公司,120.15303308739246,30.265548393336545
3307820001004926,浙江中国小商品城集团股份有限公司国际商贸城第一分公司,119.43743095413645,29.932357533950686
3307820002101182,义乌市望江塑料厂,120.05293147410706,29.291078890870715
3307820002103976,义乌市龙门旅馆,120.09242718262067,29.316531041927067
3307820002104451,义乌市双成宾馆,120.08691796476033,29.293195187435874
3307820002104726,义乌市稠江金厦墙体材料厂,120.00618814691079,29.245648117918783
3307820002201731,义乌市王一砖瓦厂,120.15303308739246,30.265548393336545
3307820002300051,义乌市双联制衣有限公司,120.12960975444683,29.453216934814666
3307820002300099,义乌市华灵拉链有限公司,120.03946407790592,29.179786381502407
3307820002300423,华鸿控股集团有限公司,120.02165651863476,29.19173058014916
3307820002300425,浙江百隆针织有限公司,120.16413495891426,29.33798821949253
3307820002300578,浙江曼姿袜业有限公司,120.15303308739246,30.265548393336545
3307820002300633,义乌市鑫挺人造革有限公司,120.03946407790592,29.179786381502407
3307820002300953,义乌市佑威袜业有限公司,120.07508099305927,29.30514987541007
3307820002300968,义乌市春斯威袜业有限公司,120.07508099305927,29.30514987541007
3307820002302039,浙江男豪服饰有限公司,120.09816744465807,29.463952171448135
3307820002302697,义乌市航飞包纱有限公司,120.04210895881808,29.18086197743246
3307820002302983,义乌市泰达纺织有限公司,120.07508099305927,29.30514987541007
3307820002303242,义乌市庄臣服饰有限公司,120.13405564807535,29.390974019514072
3307820002303276,浙江诗洋针织有限公司,120.1621187121978,29.346728054039925
3307820002303466,义乌市锦都酒店有限公司,120.07577232897951,29.302356842557682
3307820002304530,浙江金哥针织有限公司,119.99298548134337,29.298121281717954
3307820002304618,义乌市蒙特日用品有限公司,120.0370411682852,29.149308085231315
3307820002304832,义乌市安利饰品有限公司,120.05600412810293,29.365262326638526
3307820002305231,浙江王斌装饰材料有限公司,120.03586366942311,29.184693636201143
3307820002307169,浙江天恒国际大酒店有限公司,120.0562859265413,29.324746332528616
3307820002307360,义乌市志桦包装盒有限公司,120.02933209006223,29.19269861344609
3307820002312016,三鼎控股集团有限公司,120.07508099305927,29.30514987541007
3307820002315321,义乌市华晨酒店,120.09452032428878,29.319537892552983
3307820002315859,义乌市中鑫宾馆,120.09614499963358,29.321821036426762
3307820002323304,浙江中国小商品城集团股份有限公司国际商贸城第二分公司,120.10822397483896,29.33640070161921
3307820002324159,义乌市百货有限责任公司伊美广场酒店,120.07308765313329,29.30138473909296
3307820002324973,义乌市宝玛斯针织有限公司,120.12960975444683,29.453216934814666
3307820002328255,义乌市海之纳生物工程有限公司,120.01323229939551,29.254809511904384
3307820002329178,义乌市国贸宾馆,120.10137008346119,29.330345015225443
3307820002329404,义乌市友谊宾馆,120.09743074430959,29.323808294713515
3307820002337981,义乌市诚泰印染有限公司,120.0403706478263,29.17956604217295
7c011f8e73705858d895d028136cb140,义乌市宾王幼儿园,120.09297047779292,29.321273911625653
3307820002342682,义乌市海亚特宾馆,120.096500009971,29.325124032772123
3307820002345436,浙江中国小商品城集团股份有限公司国际商贸城第三分公司,120.10352395058175,29.328332774702076
3307820002346151,义乌市君威旅馆,120.08286507979231,29.33646776371554
3307820002347512,义乌市福驰酒店,120.09710564754563,29.322404213093616
3307820002354342,义乌市国信宾馆,120.09505095335335,29.319330295674504
3307820002360703,义乌市之江大酒店有限公司,120.0810163670534,29.313786978372615
3307820002364012,义乌市海德宾馆,120.1020472261544,29.307547745055697
3307820002365251,浙江天孚新材料有限公司,119.98332923609759,29.241690263463507
3307820002379096,义乌市华泰制衣有限公司,120.13004022244708,29.40672267270672
3307820002390650,义乌梦娜企业管理咨询有限公司,120.0386140114021,29.285725230504887
3307820002391742,义乌市景羽工艺品厂,119.9596544842205,29.23115132884217
3307820002392341,义乌市帝奥食品有限公司,120.08979649493556,29.287078162154405
3307820002392696,浙江龙呈计生用品有限公司,119.95505803458855,29.239692645164837
3307820002393872,浙江德施普锦纶科技有限公司,120.15927288034311,29.391584251483305
3307820002396267,义乌市豪丰包装有限公司,120.17090063669099,29.32620359587039
3307820002396746,义乌市凯琳宾馆,120.09971783013724,29.302548096868414
3307820002403135,义乌市乾恒服饰有限公司,120.13000914107643,29.407357192537177
3307820002411375,义乌市山川宾馆（普通合伙）,120.10648934689976,29.342288457868438
3307820002412075,义乌汉庭酒店管理有限公司,120.08000334793012,29.319239132405265
3307820002424476,义乌市新雅图酒店,120.09948615714629,29.30271620194341
3307820002426460,义乌市王府商务酒店,120.15303308739246,30.265548393336545
3307820002428159,义乌市怡嘉酒店,120.09125354647227,29.312658076295023
3307820002428616,浙江中国小商品城集团股份有限公司国际商贸城第四分公司,120.11778419122574,29.340938469583037
3307820002430790,义乌银泰百货有限公司,120.07466786235537,29.30776158612478
3307820002439394,义乌市四季瑞丽宾馆,120.08459207213467,29.290061635323358
3307820002442344,义乌市天然气有限公司,120.08771844480002,29.338088181356603
3307820002460052,义乌市兆天服饰有限公司,120.12960975444683,29.453216934814666
3307820002515993,义乌市邦客酒店,120.09055691054951,29.31040495817955
3307820002517528,义乌市水处理有限责任公司,120.0581675172619,29.281166788581306
3307820002544934,浙江中国小商品城集团股份有限公司国际商贸城第五分公司,120.12056202135334,29.34301531266433
3307820002550680,浙江德施普新材料科技有限公司,120.15927288034311,29.391584251483305
3307820002552367,浙江真爱毯业科技有限公司,120.05725717445839,29.253183425581867
3307820002559851,义乌皇轩大酒店,120.0965507642323,29.328065291600254
3307820002560490,义乌市海马宾馆,120.0937621544386,29.31104551710564
